skills:
  100000:
          center: [3.5, 1.0]
          size: [6.5, 4.5]
        damage: 50
        hit_count: 4
        max_targets: 10
        time_offset: 0.3
  100502:
    type: 1
    name: "100502"
    desc: "100502"
    icon: "SkillIconSet_6"
    animation_pack: "Sprites\\Effects\\100006.png.apack"
    animation: "combo_3"
    hit_effect_pack: "Sprites\\Effects\\Hit\\100006.png.apack"
    hit_effect_animation: "Hit"
    sound: "Audio\\SE\\Skill\\100006\\Use3.mp3"
    hit_sound: "Audio\\SE\\Skill\\100006\\Hit.mp3"
    projectile: 0
    cooldown: 1
    hit_frames:
      - hitbox:
          center: [3.5, 1.0]
          size: [6.0, 4.5]
        damage: 50
        hit_count: 4
        max_targets: 10
        time_offset: 0.3
  100006:
    type: 3
    name: "베어 슬래쉬"
    desc: "3번에 걸쳐 곰을 소환하여 정면 범위에 공격을 가합니다."
    icon: "SkillIconSet_6"
    cooldown: 1
    reset_time: 3
    combo_skills:
      - 100500
      - 100501
      - 100502
