items: # 장비 - 100000, 소비 - 200000, 기타 - 300000
  110001:
      path: "Sprites\\ItemIconSet.png"
      index: 480
    ui_icon:
      path: "UI\\ItemIconSet.png"
      index: 480
    price: 300
    max_count: 99
    effect:
      hp: 300
  200013:
    name: "좋은 고기"
    desc: "체력을 1000만큼 회복합니다"
    icon:
      path: "Sprites\\ItemIconSet.png"
      index: 485
    ui_icon:
      path: "UI\\ItemIconSet.png"
      index: 485
    price: 1000
    max_count: 99
    effect:
      hp: 1000
  200301:
    name: "칼날풀"
    desc: "뾰족한 털이 가득한 식물입니다. 섭취시 공격력이 소폭 증가합니다."
    icon:
      path: "Sprites\\ItemIconSet.png"
      index: 31
    ui_icon:
      path: "UI\\ItemIconSet.png"
      index: 31
    price: 500
    max_count: 1
    effect:
      duration: 60
      atk: 100
  200302:
    name: "칼날물약"
    desc: "칼날풀을 가공하여 제작한 물약입니다. 사용시 공격력이 증가합니다."
    icon:
      path: "Sprites\\ItemIconSet.png"
      index: 120
    ui_icon:
      path: "UI\\ItemIconSet.png"
      index: 120
    price: 2500
    max_count: 1
    effect:
      duration: 120
      atk: 300
  200311:
    name: "갑옷과일"
    desc: "껍질이 아주 단단한 과일입니다. 섭취시 방어력이 소폭 증가합니다."
    icon:
      path: "Sprites\\ItemIconSet.png"
      index: 435
    ui_icon:
      path: "UI\\ItemIconSet.png"
      index: 435
    price: 500
    max_count: 1
    effect:
      duration: 60
      def: 50
  200312:
    name: "갑옷물약"
    desc: "갑옷과일을 가공하여 제작한 물약입니다. 사용시 방어력이 증가합니다."
    icon:
      path: "Sprites\\ItemIconSet.png"
      index: 122
    ui_icon:
      path: "UI\\ItemIconSet.png"
      index: 122
    price: 2500
    max_count: 1
    effect:
      duration: 120
      def: 150
  200321:
    name: "창나무"
    desc: "끝이 아주 뾰족한 나무입니다. 섭취시 방어관통력이 소폭 증가합니다."
    icon:
      path: "Sprites\\ItemIconSet.png"
      index: 45
    ui_icon:
      path: "UI\\ItemIconSet.png"
      index: 45
    price: 1000
    max_count: 1
    effect:
      duration: 60
      dig: 4
  200322:
    name: "창물약"
    desc: "창나무를 가공하여 제작한 물약입니다. 사용시 방어관통력이 증가합니다."
    icon:
      path: "Sprites\\ItemIconSet.png"
      index: 121
    ui_icon:
      path: "UI\\ItemIconSet.png"
      index: 121
    price: 5000
    max_count: 1
    effect:
      duration: 120
      dig: 16
  200501:
    name: "무지개 조각"
    desc: "여러가지 색이 번갈아가며 빛나는 조각입니다. 섭취시 무슨 일이 일어날까요...?"
    icon:
      path: "Sprites\\ItemIconSet.png"
      index: 163
    ui_icon:
      path: "UI\\ItemIconSet.png"
      index: 163
    price: 10000
    max_count: 1
    effect:
      duration: 60
      atk: 100
      def: 50
      dig: 4
  200502:
    name: "무지개 물약"
    desc: "무지개 조각을 가공하여 제작한 물약입니다. 고작 이런 일에 이 물약을 마시겠다고요?"
    icon:
      path: "Sprites\\ItemIconSet.png"
      index: 399
    ui_icon:
      path: "UI\\ItemIconSet.png"
      index: 399
    price: 50000
    max_count: 1
    effect:
      duration: 120
      atk: 200
      def: 100
      dig: 8
